competition,sport,athlete_name,country,score,relative_score,strength,gold_prob,silver_prob,bronze_prob,medal_prob
Men's Downhill,Alpine Skiing,Romed Baumann,GER,62.0,0,0.0023,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Marco Kohler,SUI,59.0,0,0.0021,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Nejc Naralocnik,SLO,58.0,0,0.002,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Adrien Theaux,FRA,57.0,0,0.002,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Martin Cater,SLO,50.0,0,0.0015,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Jan Zabystran,CZE,46.0,0,0.0013,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Lucas Pinheiro Braathen,BRA,618.0,0,0.2313,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Atle Lie McGrath,NOR,578.0,0,0.2023,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Franjo von Allmen,SUI,524.0,0,0.1663,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Henrik Kristoffersen,NOR,516.0,0,0.1612,0.0,0.0,1.0,1.0
Men's Downhill,Alpine Skiing,Loic Meillard,SUI,490.0,0,0.1454,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Manuel Feller,AUT,460.0,0,0.1281,0.0,1.0,0.0,1.0
Men's Downhill,Alpine Skiing,Alexis Pinturault,FRA,420.0,0,0.1068,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Clement Noel,FRA,400.0,0,0.0969,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Marco Schwarz,AUT,380.0,0,0.0875,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Timon Haugan,NOR,360.0,0,0.0785,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Vincent Kriechmayr,AUT,340.0,0,0.07,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Cameron Alexander,CAN,300.0,0,0.0545,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,James Crawford,CAN,280.0,0,0.0475,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Johan Clarey,FRA,260.0,0,0.0409,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Travis Ganong,USA,240.0,0,0.0349,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Dominik Paris,ITA,220.0,0,0.0293,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Cyprien Sarrazin,FRA,200.0,0,0.0242,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Zan Kranjec,SLO,180.0,0,0.0196,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,River Radamus,USA,160.0,0,0.0155,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Filip Zubcic,CRO,140.0,0,0.0119,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Stefan Hadalin,SLO,130.0,0,0.0102,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Sebastian Foss-Solevaag,NOR,120.0,0,0.0087,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Luca De Aliprandini,ITA,110.0,0,0.0073,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Tommy Ford,USA,100.0,0,0.0061,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Adrian Smiseth Sejersted,NOR,90.0,0,0.0049,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Rasmus Windingstad,NOR,80.0,0,0.0039,0.0,0.0,0.0,0.0
Men's Downhill,Alpine Skiing,Leif Kristian Nestvold-Haugen,NOR,70.0,0,0.003,0.0,0.0,0.0,0.0
Men's Dual Moguls,Freestyle Skiing,Mikael Kingsbury,CAN,1100.0,0,1.0,1.0,0.0,0.0,1.0
Men's Dual Moguls,Freestyle Skiing,Matt Graham,AUS,950.0,0,0.7459,0.0,0.0,0.0,0.0
Men's Dual Moguls,Freestyle Skiing,Nick Page,USA,850.0,0,0.5971,0.0,0.0,0.0,0.0
Men's Dual Moguls,Freestyle Skiing,Ikuma Horishima,JPN,800.0,0,0.5289,0.0,0.0,0.0,0.0
Men's Dual Moguls,Freestyle Skiing,Walter Wallberg,SWE,750.0,0,0.4649,0.0,0.0,0.0,0.0
Men's Dual Moguls,Freestyle Skiing,Benjamin Cavet,FRA,700.0,0,0.405,0.0,0.0,1.0,1.0
Men's Dual Moguls,Freestyle Skiing,Ludvig Fjallstrom,SWE,650.0,0,0.3492,0.0,1.0,0.0,1.0
Men's Dual Moguls,Freestyle Skiing,Daichi Hara,JPN,600.0,0,0.2975,0.0,0.0,0.0,0.0
Men's Dual Moguls,Freestyle Skiing,Cole McDonald,USA,550.0,0,0.25,0.0,0.0,0.0,0.0
Men's Dual Moguls,Freestyle Skiing,Dylan Walczyk,USA,500.0,0,0.2066,0.0,0.0,0.0,0.0
Men's Dual Moguls,Freestyle Skiing,Rasmus Stegfeldt,SWE,450.0,0,0.1674,0.0,0.0,0.0,0.0
Men's Dual Moguls,Freestyle Skiing,Filip Gravenfors,SWE,400.0,0,0.1322,0.0,0.0,0.0,0.0
Men's Dual Moguls,Freestyle Skiing,Albin Holmgren,SWE,350.0,0,0.1012,0.0,0.0,0.0,0.0
Men's Dual Moguls,Freestyle Skiing,Felix Elofsson,SWE,300.0,0,0.0744,0.0,0.0,0.0,0.0
Men's Dual Moguls,Freestyle Skiing,Birk Ruud,NOR,250.0,0,0.0517,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Manuel Feller,AUT,460.0,0,0.1281,1.0,0.0,0.0,1.0
Men's Giant Slalom,Alpine Skiing,Olsen Alexander Steen,NOR,346.0,0,0.0725,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Braathen Lucas Pinheiro,BRA,341.0,0,0.0704,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Thomas Tumler,SUI,298.0,0,0.0538,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Stefan Brennsteiner,AUT,284.0,0,0.0488,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Aliprandini Luca De,ITA,237.0,0,0.034,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Patrick Feurstein,AUT,205.0,0,0.0255,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Leo Anguenot,FRA,165.0,0,0.0165,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Thibaut Favrot,FRA,162.0,0,0.0159,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Joan Verdu,AND,153.0,0,0.0142,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Sam Maes,BEL,121.0,0,0.0089,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Luca Aerni,SUI,120.0,0,0.0087,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Anton Grammel,GER,107.0,0,0.0069,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Alex Vinatzer,ITA,98.0,0,0.0058,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Raphael Haaser,AUT,94.0,0,0.0054,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Gino Caviezel,SUI,89.0,0,0.0048,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Alexander Schmid,GER,53.0,0,0.0017,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Vite Filippo Della,ITA,45.0,0,0.0012,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Tormis Laine,EST,44.0,0,0.0012,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Fabian Gratz,GER,43.0,0,0.0011,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Marco Odermatt,SUI,1285.0,0,1.0,0.0,1.0,0.0,1.0
Men's Giant Slalom,Alpine Skiing,Lucas Pinheiro Braathen,BRA,618.0,0,0.2313,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Atle Lie McGrath,NOR,578.0,0,0.2023,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Franjo von Allmen,SUI,524.0,0,0.1663,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Henrik Kristoffersen,NOR,516.0,0,0.1612,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Loic Meillard,SUI,490.0,0,0.1454,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Alexis Pinturault,FRA,420.0,0,0.1068,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Clement Noel,FRA,400.0,0,0.0969,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Marco Schwarz,AUT,380.0,0,0.0875,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Timon Haugan,NOR,360.0,0,0.0785,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Vincent Kriechmayr,AUT,340.0,0,0.07,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Cameron Alexander,CAN,300.0,0,0.0545,0.0,0.0,1.0,1.0
Men's Giant Slalom,Alpine Skiing,James Crawford,CAN,280.0,0,0.0475,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Johan Clarey,FRA,260.0,0,0.0409,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Travis Ganong,USA,240.0,0,0.0349,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Dominik Paris,ITA,220.0,0,0.0293,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Cyprien Sarrazin,FRA,200.0,0,0.0242,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Zan Kranjec,SLO,180.0,0,0.0196,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,River Radamus,USA,160.0,0,0.0155,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Filip Zubcic,CRO,140.0,0,0.0119,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Stefan Hadalin,SLO,130.0,0,0.0102,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Sebastian Foss-Solevaag,NOR,120.0,0,0.0087,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Luca De Aliprandini,ITA,110.0,0,0.0073,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Tommy Ford,USA,100.0,0,0.0061,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Adrian Smiseth Sejersted,NOR,90.0,0,0.0049,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Rasmus Windingstad,NOR,80.0,0,0.0039,0.0,0.0,0.0,0.0
Men's Giant Slalom,Alpine Skiing,Leif Kristian Nestvold-Haugen,NOR,70.0,0,0.003,0.0,0.0,0.0,0.0
Men's Halfpipe,Freestyle Skiing,Birk Ruud,NOR,550.0,0,0.8403,1.0,0.0,0.0,1.0
Men's Halfpipe,Snowboard,Valentino Guseli,AUS,550.0,0,0.8403,1.0,0.0,0.0,1.0
Men's Halfpipe,Freestyle Skiing,Nico Porteous,NZL,600.0,0,1.0,0.0,0.0,0.0,0.0
Men's Halfpipe,Freestyle Skiing,Alex Ferreira,USA,500.0,0,0.6944,0.0,0.0,0.0,0.0
Men's Halfpipe,Freestyle Skiing,David Wise,USA,450.0,0,0.5625,0.0,0.0,0.0,0.0
Men's Halfpipe,Freestyle Skiing,Aaron Blunck,USA,400.0,0,0.4444,0.0,0.0,0.0,0.0
Men's Halfpipe,Freestyle Skiing,Noah Bowman,CAN,350.0,0,0.3403,0.0,1.0,0.0,1.0
Men's Halfpipe,Freestyle Skiing,Brendan Mackay,CAN,300.0,0,0.25,0.0,0.0,0.0,0.0
Men's Halfpipe,Freestyle Skiing,Simon D Artois,CAN,250.0,0,0.1736,0.0,0.0,0.0,0.0
Men's Halfpipe,Freestyle Skiing,Kevin Rolland,FRA,200.0,0,0.1111,0.0,0.0,0.0,0.0
Men's Halfpipe,Freestyle Skiing,Ben Harrington,NZL,150.0,0,0.0625,0.0,0.0,1.0,1.0
Men's Halfpipe,Snowboard,Yuto Totsuka,JPN,600.0,0,1.0,0.0,0.0,0.0,0.0
Men's Halfpipe,Snowboard,Ryusei Yamada,JPN,500.0,0,0.6944,0.0,0.0,1.0,1.0
Men's Halfpipe,Snowboard,Ruka Hirano,JPN,450.0,0,0.5625,0.0,1.0,0.0,1.0
Men's Halfpipe,Snowboard,Jan Scherrer,SUI,400.0,0,0.4444,0.0,0.0,0.0,0.0
Men's Halfpipe,Snowboard,Scotty James,AUS,350.0,0,0.3403,0.0,0.0,0.0,0.0
Men's Halfpipe,Snowboard,Chase Josey,USA,300.0,0,0.25,0.0,0.0,0.0,0.0
Men's Halfpipe,Snowboard,Taylor Gold,USA,280.0,0,0.2178,0.0,0.0,0.0,0.0
Men's Halfpipe,Snowboard,Ayumu Hirano,JPN,260.0,0,0.1878,0.0,0.0,0.0,0.0
Men's Halfpipe,Snowboard,Andre Hoeflich,GER,240.0,0,0.16,0.0,0.0,0.0,0.0
Men's Ice Hockey,Ice Hockey,Team Czechia,CZE,3945.0,0,0.9258,1.0,0.0,0.0,1.0
Men's Ice Hockey,Ice Hockey,Team Canada,CAN,4100.0,0,1.0,0.0,0.0,0.0,0.0
Men's Ice Hockey,Ice Hockey,Team Finland,FIN,3955.0,0,0.9305,0.0,0.0,0.0,0.0
Men's Ice Hockey,Ice Hockey,Team Switzerland,SUI,3945.0,0,0.9258,0.0,0.0,0.0,0.0
Men's Ice Hockey,Ice Hockey,Team USA,USA,3900.0,0,0.9048,0.0,0.0,1.0,1.0
Men's Ice Hockey,Ice Hockey,Team Sweden,SWE,3850.0,0,0.8818,0.0,0.0,0.0,0.0
Men's Ice Hockey,Ice Hockey,Team Germany,GER,3600.0,0,0.771,0.0,1.0,0.0,1.0
Men's Ice Hockey,Ice Hockey,Team Slovakia,SVK,3500.0,0,0.7287,0.0,0.0,0.0,0.0
Men's Individual Large Hill,Nordic Combined,Ryota Yamamoto,JPN,950.0,0,0.3979,1.0,0.0,0.0,1.0
Men's Individual Large Hill,Nordic Combined,Vinzenz Geiger,GER,1506.0,0,1.0,0.0,0.0,1.0,1.0
Men's Individual Large Hill,Nordic Combined,Johannes Lamparter,AUT,1317.0,0,0.7648,0.0,0.0,0.0,0.0
Men's Individual Large Hill,Nordic Combined,Julian Schmid,GER,1100.0,0,0.5335,0.0,0.0,0.0,0.0
Men's Individual Large Hill,Nordic Combined,Stefan Rettenegger,AUT,850.0,0,0.3186,0.0,0.0,0.0,0.0
Men's Individual Large Hill,Nordic Combined,Jens Luraas Oftebro,NOR,800.0,0,0.2822,0.0,0.0,0.0,0.0
Men's Individual Large Hill,Nordic Combined,Manuel Faisst,GER,750.0,0,0.248,0.0,0.0,0.0,0.0
Men's Individual Large Hill,Nordic Combined,Ilkka Herola,FIN,700.0,0,0.216,0.0,0.0,0.0,0.0
Men's Individual Large Hill,Nordic Combined,Eero Hirvonen,FIN,650.0,0,0.1863,0.0,0.0,0.0,0.0
Men's Individual Large Hill,Nordic Combined,Joergen Graabak,NOR,600.0,0,0.1587,0.0,1.0,0.0,1.0
Men's Individual Large Hill,Nordic Combined,Espen Andersen,NOR,550.0,0,0.1334,0.0,0.0,0.0,0.0
Men's Individual Large Hill,Nordic Combined,Lukas Greiderer,AUT,500.0,0,0.1102,0.0,0.0,0.0,0.0
Men's Individual Large Hill,Nordic Combined,Espen Bjoernstad,NOR,450.0,0,0.0893,0.0,0.0,0.0,0.0
Men's Individual Large Hill,Nordic Combined,Akito Watabe,JPN,400.0,0,0.0705,0.0,0.0,0.0,0.0
Men's Individual Normal Hill,Nordic Combined,Johannes Lamparter,AUT,1317.0,0,0.7648,1.0,0.0,0.0,1.0
Men's Individual Normal Hill,Nordic Combined,Vinzenz Geiger,GER,1506.0,0,1.0,0.0,1.0,0.0,1.0
Men's Individual Normal Hill,Nordic Combined,Julian Schmid,GER,1100.0,0,0.5335,0.0,0.0,0.0,0.0
Men's Individual Normal Hill,Nordic Combined,Ryota Yamamoto,JPN,950.0,0,0.3979,0.0,0.0,1.0,1.0
Men's Individual Normal Hill,Nordic Combined,Stefan Rettenegger,AUT,850.0,0,0.3186,0.0,0.0,0.0,0.0
Men's Individual Normal Hill,Nordic Combined,Jens Luraas Oftebro,NOR,800.0,0,0.2822,0.0,0.0,0.0,0.0
Men's Individual Normal Hill,Nordic Combined,Manuel Faisst,GER,750.0,0,0.248,0.0,0.0,0.0,0.0
Men's Individual Normal Hill,Nordic Combined,Ilkka Herola,FIN,700.0,0,0.216,0.0,0.0,0.0,0.0
Men's Individual Normal Hill,Nordic Combined,Eero Hirvonen,FIN,650.0,0,0.1863,0.0,0.0,0.0,0.0
Men's Individual Normal Hill,Nordic Combined,Joergen Graabak,NOR,600.0,0,0.1587,0.0,0.0,0.0,0.0
Men's Individual Normal Hill,Nordic Combined,Espen Andersen,NOR,550.0,0,0.1334,0.0,0.0,0.0,0.0
Men's Individual Normal Hill,Nordic Combined,Lukas Greiderer,AUT,500.0,0,0.1102,0.0,0.0,0.0,0.0
Men's Individual Normal Hill,Nordic Combined,Espen Bjoernstad,NOR,450.0,0,0.0893,0.0,0.0,0.0,0.0
Men's Individual Normal Hill,Nordic Combined,Akito Watabe,JPN,400.0,0,0.0705,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Stefan Kraft,AUT,1100.0,0,1.0,1.0,0.0,0.0,1.0
Men's Large Hill Individual,Ski Jumping,Jan Hoerl,AUT,950.0,0,0.7459,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Pius Paschke,GER,900.0,0,0.6694,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Daniel Tschofenig,AUT,850.0,0,0.5971,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Anze Lanisek,SLO,800.0,0,0.5289,0.0,0.0,1.0,1.0
Men's Large Hill Individual,Ski Jumping,Gregor Deschwanden,SUI,750.0,0,0.4649,0.0,1.0,0.0,1.0
Men's Large Hill Individual,Ski Jumping,Ryoyu Kobayashi,JPN,700.0,0,0.405,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Johann Andre Forfang,NOR,650.0,0,0.3492,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Marius Lindvik,NOR,600.0,0,0.2975,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Halvor Egner Granerud,NOR,550.0,0,0.25,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Karl Geiger,GER,500.0,0,0.2066,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Andreas Wellinger,GER,450.0,0,0.1674,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Domen Prevc,SLO,420.0,0,0.1458,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Peter Prevc,SLO,400.0,0,0.1322,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Michael Hayboeck,AUT,380.0,0,0.1193,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Ren Nikaido,JPN,360.0,0,0.1071,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Lovro Kos,SLO,340.0,0,0.0955,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Dawid Kubacki,POL,320.0,0,0.0846,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Piotr Zyla,POL,300.0,0,0.0744,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Markus Eisenbichler,GER,280.0,0,0.0648,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Robert Johansson,NOR,260.0,0,0.0559,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Robin Pedersen,NOR,240.0,0,0.0476,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Thomas Aasen Markeng,NOR,220.0,0,0.04,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Daniel Andre Tande,NOR,200.0,0,0.0331,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Kamil Stoch,POL,180.0,0,0.0268,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Anders Fannemel,NOR,160.0,0,0.0212,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Philip Sjoeen,NOR,140.0,0,0.0162,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Benjamin Oestvold,NOR,120.0,0,0.0119,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Stephan Embacher,AUT,100.0,0,0.0083,0.0,0.0,0.0,0.0
Men's Large Hill Individual,Ski Jumping,Felix Hoffmann,GER,80.0,0,0.0053,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Bart Swings,BEL,286.0,0,0.7034,1.0,0.0,0.0,1.0
Men's Mass Start,Speed Skating,Andrea Giovannini,ITA,341.0,0,1.0,0.0,0.0,1.0,1.0
Men's Mass Start,Speed Skating,Bart Hoolwerf,NED,312.0,0,0.8371,0.0,1.0,0.0,1.0
Men's Mass Start,Speed Skating,Timothy Loubineaud,FRA,310.0,0,0.8264,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Jorrit Bergsma,NED,269.0,0,0.6223,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Daniele Di Stefano,ITA,258.0,0,0.5724,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Indra Medard,BEL,254.0,0,0.5548,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Seung-Hoon Lee,KOR,220.0,0,0.4162,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Livio Wenger,SUI,216.0,0,0.4012,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Fridtjof Petzold,GER,204.0,0,0.3579,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Mathieu Belloir,FRA,154.0,0,0.204,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Ethan Cepuran,USA,136.0,0,0.1591,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Gabriel Odor,AUT,130.0,0,0.1453,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Shomu Sasaki,JPN,119.0,0,0.1218,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,David La Rue,CAN,118.0,0,0.1197,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Felix Maly,GER,106.0,0,0.0966,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Jae-Won Chung,KOR,92.0,0,0.0728,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Allan Dahl Johansson,NOR,65.0,0,0.0363,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Didrik Eng Strand,NOR,59.0,0,0.0299,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Szymon Palka,POL,51.0,0,0.0224,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Peter Michael,NZL,47.0,0,0.019,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Metoděj Jílek,CZE,43.0,0,0.0159,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Kotaro Kasahara,JPN,33.0,0,0.0094,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Hayden Mayeur,CAN,30.0,0,0.0077,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Viktor Hald Thorup,DEN,24.0,0,0.005,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Marcin Bachanek,POL,22.0,0,0.0042,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Jake Weidemann,CAN,16.0,0,0.0022,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Baoshuo Pan,CHN,15.0,0,0.0019,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Jonathan Tobon,USA,13.0,0,0.0015,0.0,0.0,0.0,0.0
Men's Mass Start,Speed Skating,Motonaga Arito,JPN,12.0,0,0.0012,0.0,0.0,0.0,0.0
Men's Moguls,Freestyle Skiing,Mikael Kingsbury,CAN,1100.0,0,1.0,1.0,0.0,0.0,1.0
Men's Moguls,Freestyle Skiing,Matt Graham,AUS,950.0,0,0.7459,0.0,1.0,0.0,1.0
Men's Moguls,Freestyle Skiing,Nick Page,USA,850.0,0,0.5971,0.0,0.0,0.0,0.0
Men's Moguls,Freestyle Skiing,Ikuma Horishima,JPN,800.0,0,0.5289,0.0,0.0,0.0,0.0
Men's Moguls,Freestyle Skiing,Walter Wallberg,SWE,750.0,0,0.4649,0.0,0.0,1.0,1.0
Men's Moguls,Freestyle Skiing,Benjamin Cavet,FRA,700.0,0,0.405,0.0,0.0,0.0,0.0
Men's Moguls,Freestyle Skiing,Ludvig Fjallstrom,SWE,650.0,0,0.3492,0.0,0.0,0.0,0.0
Men's Moguls,Freestyle Skiing,Daichi Hara,JPN,600.0,0,0.2975,0.0,0.0,0.0,0.0
Men's Moguls,Freestyle Skiing,Cole McDonald,USA,550.0,0,0.25,0.0,0.0,0.0,0.0
Men's Moguls,Freestyle Skiing,Dylan Walczyk,USA,500.0,0,0.2066,0.0,0.0,0.0,0.0
Men's Moguls,Freestyle Skiing,Rasmus Stegfeldt,SWE,450.0,0,0.1674,0.0,0.0,0.0,0.0
Men's Moguls,Freestyle Skiing,Filip Gravenfors,SWE,400.0,0,0.1322,0.0,0.0,0.0,0.0
Men's Moguls,Freestyle Skiing,Albin Holmgren,SWE,350.0,0,0.1012,0.0,0.0,0.0,0.0
Men's Moguls,Freestyle Skiing,Felix Elofsson,SWE,300.0,0,0.0744,0.0,0.0,0.0,0.0
Men's Moguls,Freestyle Skiing,Birk Ruud,NOR,250.0,0,0.0517,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Anze Lanisek,SLO,800.0,0,0.5289,1.0,0.0,0.0,1.0
Men's Normal Hill Individual,Ski Jumping,Stefan Kraft,AUT,1100.0,0,1.0,0.0,1.0,0.0,1.0
Men's Normal Hill Individual,Ski Jumping,Jan Hoerl,AUT,950.0,0,0.7459,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Pius Paschke,GER,900.0,0,0.6694,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Daniel Tschofenig,AUT,850.0,0,0.5971,0.0,0.0,1.0,1.0
Men's Normal Hill Individual,Ski Jumping,Gregor Deschwanden,SUI,750.0,0,0.4649,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Ryoyu Kobayashi,JPN,700.0,0,0.405,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Johann Andre Forfang,NOR,650.0,0,0.3492,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Marius Lindvik,NOR,600.0,0,0.2975,0.0,0.0,0.0,0.0
